Actual_Fare,Predicted_Fare,Actual_Survived,Predicted_Survived
-0.2606618072935451,0.2050294927144798,1,1
1.2341715984066093,1.0337278332030042,1,1
-0.086663881033249,0.2432058807425097,0,0
1.7677408088510642,1.2358506624176893,1,1
-0.4923778278429006,-0.5912162730380526,0,0
0.955306180872432,1.1359531222594967,1,1
-0.4370074380797968,-0.04671127266700914,0,0
4.335332226633905,1.2336412775950667,1,1
-0.2255932226206731,0.06946837853020349,1,1
-0.489776426258394,-0.44898623593216525,1,1
-0.4918744606632361,-0.6880910406030252,0,0
-0.255795253400548,0.2862739906568297,1,1
-0.1249197866877571,0.19414987164655817,1,1
-0.1264298882267508,0.6026431032002338,0,0
-0.4923778278429006,-0.5715455734743593,0,0
-0.4370074380797968,-0.035218332927558826,0,1
0.8314778546749452,-0.040863226850776035,0,0
-0.4898609919445778,-0.6923441648330126,0,0
-0.5028639729296732,-0.04008477582907477,0,0
0.9274538680872312,1.148428485458525,1,1
-0.1249197866877571,0.3073320533729189,0,1
4.634416897040849,1.697683313839408,1,1
-0.0443810379414243,1.0165071768327079,1,1
1.0259447039291216,1.360449332826415,1,1
-0.4902797934380587,-0.6891543216605218,0,0
-0.3353272677875516,-0.5751056391191371,0,0
-0.4923778278429006,-0.5480907218380688,0,1
0.3482453621969482,1.453636732894184,1,1
-0.3866707201133388,-0.02511716288133803,0,1
-0.2414492887801075,-0.2637208572315124,0,0
0.1506737441786005,0.0035167201953381078,0,0
-0.4370074380797968,0.07265822170269431,1,1
2.059693773056521,1.3599176922976666,1,1
-0.4926295114327329,-0.5715455734743593,0,0
-0.0303713225969997,0.9075673411449579,0,0
0.3483299278831318,0.8995927332137309,0,0
1.6323350375212924,1.1595929365622426,1,1
0.4978299802435121,1.039164567675876,1,1
-0.6484216535389205,0.5973266979127492,0,0
-0.5024451714361923,-0.6918125243042643,0,0
-0.2351571990343002,-0.17850169344442723,1,0
-0.0187093117785307,0.2371316773488994,0,0
0.0023475440811979,0.5850989657515344,0,0
-0.4927966293363816,-0.5715455734743593,0,0
-0.4894421904510968,-0.6918125243042643,0,0
-0.4902797934380587,-0.6918125243042643,0,0
0.3985820801634062,0.8059609218656759,1,0
-0.4863374216869257,-0.6078597934676921,1,0
-0.3866707201133388,0.06893673800145517,1,1
-0.4894421904510968,-0.691280883775516,0,0
-0.1249197866877571,0.583504044165289,0,0
-0.5049620073345151,-0.6955340080055035,0,0
1.1854295476653287,1.1659726229072243,1,1
-0.5064721088735089,-0.6971289295917489,0,0
-0.4863374216869257,-0.6931416256261358,0,0
-0.4918744606632361,-0.5692575933029038,0,0
0.1368311467378245,0.3928797057957365,1,1
0.1267638031445329,0.5925419331540132,0,0
-0.45714212526638,-0.5998851855364651,1,0
-0.0242463507548411,1.0090642094302293,1,0
0.3985820801634062,0.8413776853988071,1,1
-0.5024451714361923,-0.6878252203386508,0,0
1.145663540471827,1.161187858148488,1,1
-0.1191310641216144,0.6913805987955423,1,0
3.817033162951754,0.6026431032002338,0,1
-0.4501795504372595,-0.6875594000742764,0,0
0.0493298231623713,0.8995927332137309,0,0
-0.3891875560116617,0.27097233796767783,0,0
-0.0645157251280075,0.402449235313209,1,1
0.0437082184998772,0.05862718897652397,0,0
-0.4168727508932136,0.4051030314161175,0,0
0.8876878608937296,1.038101286618379,1,1
0.921244330558889,0.8227702668926109,1,1
-0.0645157251280075,0.47306962342769676,1,0
-0.5024451714361923,-0.6902176027180194,0,0
-0.1138457087351363,1.0117224120739716,1,1
-0.1263453225405672,0.7092532248799742,1,1
0.9462455716384696,0.9245798380649086,0,1
-0.3573083057891445,-0.22625838918130614,0,1
-0.4863374216869257,-0.6880910406030252,0,0
-0.489776426258394,-0.4537710006909015,1,1
-0.3414522396297103,0.04705779817998823,1,0
-0.6484216535389205,-0.04458471055201518,0,0
-0.397241430886295,-0.5618102193595915,1,1
0.4978299802435121,1.1252394540866084,1,0
-0.3573908580066095,-0.12635644248228006,1,1
1.5841789061771412,1.0402278487333727,1,1
-0.4918744606632361,-0.6923441648330126,0,0
-0.4964047652802172,-0.6992554917067431,0,0
-0.2900242216177394,-0.5407521566435023,0,1
-0.4786197960883083,-0.6880910406030252,0,0
-0.1249197866877571,0.09265300336128646,0,1
-0.3866707201133388,-0.04458471055201518,0,0
-0.1249197866877571,0.07159053410436389,0,0
-0.0619988892296846,0.47293793613836965,0,1
0.0059556800250336,0.3960695489682273,1,1
-0.3866707201133388,-0.04564799160951227,0,0
-0.4370074380797968,-0.064787050644457,0,0
2.301728820789,1.161187858148488,1,1
-0.4863374216869257,-0.6997871322354914,0,0
-0.4729981914258143,-0.3720023515545834,0,0
-0.4974960653257301,-0.6896859621892706,0,0
-0.4914556591697551,-0.6864961190167798,0,0
-0.1621689579829361,-0.33281099127578595,1,1
-0.4863374216869257,-0.6918125243042643,0,0
-0.5064721088735089,-0.6918125243042643,0,0
0.489103606816847,-0.5988219044789684,1,0
-0.4916227770734037,-0.4537710006909015,1,1
-0.1249197866877571,0.18989674741657048,1,1
-0.3363340021468808,-0.22281865272191603,0,1
-0.5028639729296732,-0.3696099691752155,0,0
-0.1138457087351363,0.69563372302553,1,0
-0.3866707201133388,-0.05043275636824829,0,0
1.0060617003323709,1.161187858148488,1,1
-0.4781164289086437,-0.5715455734743593,0,0
0.5995101505357573,1.1078920968803816,0,0
-0.4370074380797968,-0.0419265079082729,0,0
0.395813560675251,0.8413776853988071,1,1
-0.4894421904510968,-0.6886226811317739,0,0
-0.5064721088735089,-0.6955340080055035,0,0
0.6272778976347743,1.2232116189131133,1,1
-0.3866707201133388,0.4887253085072476,1,1
-0.1171175954029561,0.6913805987955423,1,0
-0.3414522396297103,-0.011047698640925363,0,1
-0.5049620073345151,-0.685964478488031,0,0
-0.5029485386158568,-0.3720023515545834,0,0
-0.0164441594700401,0.5671532550776246,1,0
-0.4370074380797968,0.07903790804767596,1,1
-0.312172377522981,-0.2352090489215677,1,1
-0.0745830687212991,0.5933393939471359,0,0
-0.3866707201133388,-0.0419265079082729,0,0
-0.4888542575852486,-0.693939086419258,0,0
-0.4902797934380587,-0.5697892338316521,0,0
-0.0187093117785307,0.2387265989351448,0,0
4.335332226633905,1.1296893585590686,0,1
-0.1138457087351363,0.59360521421151,0,0
-0.0902720169770847,0.3956538310840325,0,0
-0.4894421904510968,-0.6918125243042643,0,0
0.0663597415847833,0.69563372302553,1,0
-0.3866707201133388,0.06574689482896434,1,1
-0.1621689579829361,-0.3699961186249767,0,0
-0.4012683683236117,-0.047242913195757685,0,0
-0.5063875431873253,-0.5650044690729159,0,0
-0.45714212526638,-0.5993535450077168,1,0
-0.1249197866877571,0.26660329109313685,1,1
1.163700193253568,0.8376562016975679,1,1
3.9327230485884233,1.0349114434458881,1,1
-0.3866707201133388,-0.04777455372450601,0,0
0.4992555160963222,0.8472257312150402,1,1
-0.0187093117785307,0.2360683962914023,0,0
-0.5228315422126077,-0.7093566617529634,0,0
-0.4740049257851434,-0.6680918524035995,0,1
-0.1198861148911113,0.4945733543234807,1,1
-0.455380340137554,-0.5926453700270027,1,0
-0.5028639729296732,-0.2747586074992996,1,0
-0.1982442770151372,0.15599126221719484,1,1
-0.457478374542396,-0.6923441648330126,0,0
1.7677408088510642,1.2225596491989776,1,0
-0.3573083057891445,-0.3720023515545834,0,0
-0.4863374216869257,-0.7035086159367305,0,0
3.610064686423428,1.3332039574669834,0,1
-0.5024451714361923,-0.6928758053617614,0,0
1.163700193253568,0.9589864335849697,1,1
-0.4928811950225652,-0.5715455734743593,0,0
-0.1356576153643619,-0.0990390226065967,0,0
-0.2240831210816794,-0.11000032181729869,0,0
-0.0443810379414243,0.40085431372696356,1,1
0.5874293382238074,1.1153350642828603,0,0
-0.1249197866877571,0.2798943043118485,1,1
-0.5024451714361923,-0.6918125243042643,0,0
-0.4894421904510968,-0.6918125243042643,0,0
-0.3866707201133388,-0.01767419547885951,0,1
-0.2414492887801075,-0.36042658910750425,0,0
-0.0343136943481327,0.69563372302553,1,0
-0.5064721088735089,-0.6902176027180194,0,0
-0.356468689333464,0.4855354653347568,1,1
-0.4969926981460655,-0.6886226811317739,0,0
2.402990189587765,1.2412095989474738,1,1
-0.1249197866877571,0.1962764337615519,1,1
-0.4888542575852486,-0.5729746704633094,1,1
-0.2255932226206731,0.0731854556906093,0,0
4.634416897040849,1.6960883922531627,1,1
-0.4923778278429006,-0.5715455734743593,0,0
-0.5028639729296732,-0.25422777877112535,1,1
-0.4740049257851434,-0.6918125243042643,0,0
-0.4918744606632361,-0.5708481083483157,1,1
0.962353321387736,0.7023418980062441,1,1
-0.4502621026547245,-0.5687215462333219,1,1
3.9327230485884233,1.0327848813308944,1,1
-0.3997582667846179,0.06026466494418403,0,0
-0.6484216535389205,-0.6870277595455285,0,0
-0.1249197866877571,0.18670690424407965,1,1
-0.5029485386158568,-0.3720023515545834,0,0
-0.4740049257851434,-0.6627754471161149,0,1
-0.5188046047752911,-0.3754580149914486,0,0
-0.45714212526638,-0.6918125243042643,0,0
-0.4863374216869257,-0.6918125243042643,0,0
-0.4894421904510968,-0.6891543216605218,0,0
-0.5024451714361923,-0.6886226811317739,0,0
-0.0343136943481327,0.6828743503355669,1,0
-0.397241430886295,-0.5751012325783036,1,1
-0.1249197866877571,0.3611153859419429,0,0
-0.4923778278429006,-0.5715455734743593,0,0
-0.5028639729296732,-0.3688125083820928,0,0
2.042579288947925,0.9258576502232942,1,0
-0.5079822104125026,-0.5982902639502197,1,0
-0.4863374216869257,-0.6886226811317739,0,0
0.921244330558889,0.8291499532375924,1,1
-0.4370074380797968,-0.0488378347820031,0,0
-0.1249197866877571,0.19361823111780962,1,1
2.402990189587765,0.7236075191561827,1,1
1.4944124302931971,1.0317171937325638,0,0
-0.3866707201133388,0.06681017588646121,1,1
-0.4740049257851434,-0.5982902639502197,1,0
-0.6484216535389205,0.6026431032002338,0,0
-0.1138457087351363,0.5829724036365407,0,0
-0.4740049257851434,-0.685964478488031,0,0
-0.1138457087351363,0.69563372302553,1,0
